CESAR
FECHA,DESCRIPCION,CANTIDAD,V. UNITARIO,TOTAL
2016-12-20;PAGO A CLIENTES DE LAS COMISIONES DE SIM SEMBRADAS DEL MES DE OCTUBRE DEL 2016;1;-59792;-59792
2016-12-23;REGALO A GERENTE MOVISTAR -- COSTO TOTAL FUE DE 350 MIL DIVIDIDO EN LOS 4 QUE MANEJAMOS LIBRES ---;1;-87500;-87500
2017-01-02;COMISIONES NOVIEMBRE APLICADAS EN ENERO DEL 2017;1;7488757;7488757
2017-01-03;PAGO EN LA CUENTA DE BANCOLOMBIA;1;-6500000;-6500000
2017-01-05;SIM LIBRES CONTRATO DIC 27;360;-2300;-828000
2017-01-06;SIM LIBRES TRASLADADAS DE LA OFICINA;130;-2300;-299000
2017-01-07;SIM LIBRES CONTRATO YANETH DEL 07 DE ENERO DEL 2017;375;-2300;-862500
2017-01-16;GORRAS;2;-8500;-17000
2017-01-24;SIM LIBRES;374;-2300;-860200
2017-01-26;COMISION DE LAS SIM MAYORISTAS DE SEPTIEMBRE Y OCTUBRE DEL 2016;1;54900;54900
2017-02-02;COMISIONES DICIEMBRE APLICADAS EN FEBRERO DEL 2017;1;8623308;8623308
2017-02-03;TRANSFERENCIA A LA CUENTA DE BANCOLOMBIA;1;-6000000;-6000000
2017-02-06;PUBLICIDAD DE LIBRE;1;-167000;-167000
2017-02-06;PASEO A FINCA CUMPLEAÑOS SEÑORA MARIA;1;-120000;-120000
2017-02-07;ENVIO DE MENSAJES A TODAS LAS LIBRES QUE LE PERTENECEN;1;-40000;-40000
2017-02-13;PAGO COMISIONES A CLIENTES DE LOS MESES NOVIEMBRE Y DICIEMBRE DEL 2016;1;-292012;-292012
2017-02-15;COMISION  SIM MAYORISTAS DE NOVIEMBRE DEL 2016;1;198599;198599
2017-02-15;COMISION  SIM MAYORISTAS DE DICIEMBRE DEL 2016;1;411094;411094
2017-02-20;COMPRA DE LIBRES -- PRECIO ANTERIOR;220;-2300;-506000
2017-02-20;COMPRA DE LIBRES -- PRECIO NUEVO;220;-2800;-616000
-1151225
